sno,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit
1133,Southern,Maharashtra,Nagpur,Mason Inc Lake,Lake,1710,5.1,4.7,10,No,Thursday,Religious,Yes,2.38,Evening
1134,Southern,Himachal Pradesh,Shimla,Willis-Farrell Temple,Temple,1453,5.2,4.8,10,No,Wednesday,Scientific,No,1.03,Afternoon
1135,Eastern,Assam,Kaziranga,Gordon-Reeves Hill Station,Hill Station,1971,2.5,4.8,10,No,Thursday,Cultural,Yes,0.74,Morning
1136,Eastern,West Bengal,Sundarbans,Carr-Wilson Wildlife Sanctuary,Wildlife Sanctuary,1956,4.9,4.1,10,No,Friday,Historical,No,2.65,Evening
1137,North-East,Tamil Nadu,Madurai,Armstrong-Kim Fort,Fort,1844,2.8,4.0,0,Yes,Wednesday,Scientific,Yes,1.91,Morning
1138,North-East,Rajasthan,Udaipur,Castillo Group Temple,Temple,1439,3.9,3.8,100,No,Saturday,Cultural,Yes,4.04,Evening
1139,Central,Maharashtra,Mumbai,Thornton-Fleming Hill Station,Hill Station,1313,2.0,3.7,100,No,Tuesday,Historical,No,0.91,Morning
1140,Southern,Assam,Guwahati,"Knapp, Jones and Leon Museum",Museum,1506,2.3,4.5,0,No,Wednesday,Natural,No,2.2,Evening
1141,Western,Karnataka,Mysore,Davis Group Fort,Fort,1264,2.5,4.8,20,No,None,Natural,No,2.98,Morning
1142,Central,Tamil Nadu,Ooty,"Arnold, Roberts and Cook Wildlife Sanctuary",Wildlife Sanctuary,1824,5.5,4.0,100,Yes,None,Cultural,No,3.67,Evening
1143,Northern,West Bengal,Sundarbans,Pena-Hall Fort,Fort,1328,3.1,4.0,50,Yes,Wednesday,Scientific,Yes,2.08,Evening
1144,Eastern,Himachal Pradesh,Shimla,"Murray, Scott and Humphrey Temple",Temple,1768,1.1,4.7,50,No,Wednesday,Religious,No,0.14,Evening
1145,North-East,West Bengal,Darjeeling,Santiago-Watson Museum,Museum,1827,1.8,4.7,100,No,Saturday,Natural,Yes,4.69,Morning
1146,Southern,Karnataka,Bengaluru,"Huff, Shelton and Bauer Palace",Palace,1228,3.1,4.5,0,Yes,Tuesday,Cultural,Yes,0.63,Evening
1147,Central,Karnataka,Mysore,Berger Inc Wildlife Sanctuary,Wildlife Sanctuary,1578,3.3,4.4,50,Yes,Saturday,Cultural,No,0.21,Afternoon
1148,Central,Kerala,Kochi,"Mitchell, Hudson and Price Lake",Lake,1577,1.1,4.8,50,No,Sunday,Natural,Yes,0.24,Afternoon
1149,Eastern,Assam,Tezpur,Robinson-Lang Palace,Palace,1827,3.5,3.7,0,No,Saturday,Natural,No,1.68,Morning
1150,Northern,Karnataka,Bengaluru,"Christian, Daniel and Moore Museum",Museum,1542,1.9,4.6,10,No,Wednesday,Cultural,No,3.1,Evening
1151,North-East,Assam,Guwahati,"Lozano, Lucas and Sanchez Palace",Palace,1275,2.4,3.5,20,Yes,None,Religious,Yes,3.26,Afternoon
1152,North-East,Kerala,Thiruvananthapuram,"Smith, Wallace and Boyd Lake",Lake,1655,2.5,4.3,20,Yes,Sunday,Natural,No,4.93,Afternoon
1153,Northern,Tamil Nadu,Ooty,Fleming Ltd Palace,Palace,1650,3.1,3.8,100,No,Monday,Historical,No,1.63,Afternoon
1154,Southern,West Bengal,Sundarbans,Fields-Olson Wildlife Sanctuary,Wildlife Sanctuary,1668,5.6,4.5,50,Yes,None,Natural,No,4.83,Evening
1155,Western,Rajasthan,Jaipur,Powell Ltd Beach,Beach,1206,3.1,4.4,20,Yes,Sunday,Scientific,Yes,2.82,Morning
1156,Eastern,Karnataka,Hampi,Fuller Ltd Palace,Palace,1550,2.6,3.7,50,Yes,None,Scientific,Yes,4.58,Morning
1157,Eastern,West Bengal,Sundarbans,Lopez LLC Beach,Beach,1891,3.9,4.1,50,No,Monday,Religious,Yes,3.0,Evening
1158,Southern,West Bengal,Sundarbans,Williams-Walker Museum,Museum,1255,1.3,4.2,20,No,Monday,Historical,Yes,0.66,Afternoon
1159,Northern,Himachal Pradesh,Shimla,"Mejia, Gibbs and Brown Museum",Museum,1522,5.3,4.7,20,No,None,Scientific,Yes,4.84,Morning
1160,Southern,Tamil Nadu,Madurai,Ramos-Ross Lake,Lake,1402,1.2,4.3,0,No,Thursday,Cultural,No,1.42,Afternoon
1161,Central,Himachal Pradesh,Dharamshala,"Frey, Gonzalez and Fitzgerald Lake",Lake,1792,2.1,4.3,0,Yes,Monday,Architectural,No,4.39,Morning
1162,Northern,Himachal Pradesh,Manali,Peters-Soto Fort,Fort,1627,4.1,4.8,20,Yes,None,Historical,No,1.94,Afternoon
1163,Western,Kerala,Munnar,"King, Tran and Thomas Wildlife Sanctuary",Wildlife Sanctuary,1229,5.9,4.1,0,Yes,Thursday,Historical,No,0.49,Morning
1164,North-East,Himachal Pradesh,Manali,"Jacobs, Wallace and Campos Lake",Lake,1787,4.3,4.6,200,Yes,Saturday,Scientific,Yes,0.3,Evening
1165,North-East,Uttar Pradesh,Agra,Martin and Sons Temple,Temple,1602,1.2,3.6,20,Yes,Monday,Scientific,Yes,1.9,Afternoon
1166,Southern,Karnataka,Mysore,Diaz-Cunningham Hill Station,Hill Station,1543,1.8,4.2,0,No,Tuesday,Scientific,No,1.03,Morning
1167,Central,Assam,Tezpur,Scott-Leon Beach,Beach,1475,3.0,4.8,50,No,Wednesday,Natural,No,0.39,Morning
1168,Southern,Kerala,Munnar,"Sanchez, Carpenter and Hansen Palace",Palace,1890,1.5,4.6,20,Yes,Tuesday,Scientific,Yes,1.28,Morning
1169,Central,Goa,Margao,"Wells, Russo and Faulkner Palace",Palace,1251,2.0,3.6,100,No,Monday,Cultural,No,0.66,Morning
1170,Southern,Tamil Nadu,Madurai,"Lozano, Peters and Rose Museum",Museum,1478,4.4,4.8,50,No,Tuesday,Religious,No,0.16,Evening
1171,Northern,Tamil Nadu,Madurai,Murray and Sons Fort,Fort,1437,1.4,4.2,200,No,Monday,Architectural,No,2.31,Morning
1172,Northern,Assam,Guwahati,Porter LLC Lake,Lake,1295,1.7,4.7,100,No,Sunday,Religious,No,2.74,Afternoon
1173,Western,Himachal Pradesh,Dharamshala,"Nunez, Rogers and Cook Fort",Fort,1373,5.6,3.6,100,Yes,Saturday,Religious,No,4.64,Morning
1174,Eastern,West Bengal,Darjeeling,"Reyes, Morris and Singleton Lake",Lake,1276,5.6,4.0,10,No,Saturday,Natural,No,2.2,Afternoon
1175,Northern,Karnataka,Mysore,Floyd-Smith Wildlife Sanctuary,Wildlife Sanctuary,1388,3.5,4.3,20,Yes,Friday,Cultural,Yes,1.7,Afternoon
1176,Eastern,Uttar Pradesh,Lucknow,Anderson Ltd Hill Station,Hill Station,1465,5.1,4.2,0,Yes,Tuesday,Historical,No,4.07,Morning
1177,North-East,West Bengal,Kolkata,Bond and Sons Temple,Temple,1219,2.2,4.3,20,No,Tuesday,Cultural,No,4.46,Evening
1178,Southern,Himachal Pradesh,Shimla,Ortega-Jenkins Wildlife Sanctuary,Wildlife Sanctuary,1605,1.0,4.0,0,No,Thursday,Historical,Yes,1.25,Evening
1179,Central,Kerala,Munnar,Cannon-Ryan Beach,Beach,1932,4.9,4.8,50,Yes,Wednesday,Cultural,Yes,3.49,Morning
1180,Eastern,Tamil Nadu,Ooty,"Nguyen, Hartman and Faulkner Palace",Palace,1241,5.3,3.7,0,No,Wednesday,Natural,Yes,0.63,Afternoon
1181,Northern,Goa,Margao,Jenkins-Owens Wildlife Sanctuary,Wildlife Sanctuary,2023,1.2,4.1,50,Yes,Sunday,Historical,Yes,0.85,Afternoon
1182,Eastern,Karnataka,Bengaluru,"Ross, White and Barrett Temple",Temple,1290,3.4,3.6,200,No,Friday,Natural,Yes,0.71,Evening
1183,Central,Himachal Pradesh,Dharamshala,Edwards-Ortega Beach,Beach,1481,5.0,4.3,100,No,Tuesday,Religious,No,1.99,Morning
1184,Southern,Tamil Nadu,Chennai,Young LLC Palace,Palace,1590,4.7,4.1,100,Yes,Thursday,Historical,No,4.29,Afternoon
1185,Eastern,West Bengal,Kolkata,Smith-Thomas Museum,Museum,2010,3.0,4.4,100,No,Wednesday,Architectural,Yes,0.26,Afternoon
1186,North-East,Karnataka,Bengaluru,"Bennett, Wang and Alexander Wildlife Sanctuary",Wildlife Sanctuary,1869,1.7,4.5,10,No,Wednesday,Architectural,Yes,0.92,Morning
1187,North-East,Himachal Pradesh,Shimla,"Bryant, Reyes and Huffman Hill Station",Hill Station,1956,4.5,3.6,10,Yes,Monday,Historical,Yes,3.18,Afternoon
1188,Eastern,Rajasthan,Jodhpur,Brady-Cunningham Temple,Temple,1494,2.5,4.4,100,No,Wednesday,Natural,No,1.87,Morning
1189,North-East,West Bengal,Kolkata,"Wong, Shields and Mcgee Beach",Beach,1890,4.7,3.7,20,Yes,None,Natural,No,3.78,Evening
1190,Southern,Kerala,Munnar,Chavez-Russo Beach,Beach,1412,3.4,4.3,10,Yes,Monday,Cultural,Yes,0.88,Evening
1191,North-East,Assam,Kaziranga,"Morales, James and Lawson Temple",Temple,1484,1.8,3.9,100,Yes,Thursday,Architectural,Yes,4.9,Evening
1192,North-East,West Bengal,Kolkata,Walsh-Harris Temple,Temple,1756,2.6,4.4,50,Yes,Saturday,Historical,Yes,1.65,Afternoon
1193,Western,Uttar Pradesh,Agra,Estes-Campbell Lake,Lake,1948,5.6,4.5,20,Yes,Wednesday,Natural,No,0.75,Morning
1194,Eastern,Maharashtra,Mumbai,"Floyd, Weiss and Richardson Lake",Lake,1585,4.9,3.6,100,Yes,Monday,Cultural,No,2.64,Morning
1195,Southern,Karnataka,Mysore,Johnson-Green Museum,Museum,1777,3.6,3.6,200,No,Tuesday,Architectural,Yes,0.37,Afternoon
1196,North-East,Uttar Pradesh,Agra,Mullins and Sons Fort,Fort,1218,5.5,4.1,200,No,Wednesday,Historical,No,0.28,Evening
1197,North-East,Himachal Pradesh,Manali,Roberts-Boyle Fort,Fort,1849,3.4,3.6,0,No,Wednesday,Religious,No,4.9,Evening
1198,Western,Rajasthan,Jaipur,Jenkins Inc Beach,Beach,1488,4.0,3.8,100,Yes,None,Religious,No,4.29,Morning
1199,North-East,Goa,Margao,Kent-Sutton Hill Station,Hill Station,1629,2.9,4.5,50,No,Tuesday,Natural,Yes,1.91,Afternoon
1200,Southern,Goa,Margao,Thomas-Gonzalez Hill Station,Hill Station,1627,1.6,4.0,200,Yes,Wednesday,Natural,No,0.51,Afternoon
1201,Western,Tamil Nadu,Ooty,Rodriguez PLC Temple,Temple,1838,2.9,4.4,20,Yes,Saturday,Natural,No,4.24,Morning
1202,Central,West Bengal,Kolkata,"Price, Rogers and White Hill Station",Hill Station,1906,2.9,4.7,100,Yes,Saturday,Religious,Yes,2.6,Evening
1203,North-East,Assam,Tezpur,Martinez Group Lake,Lake,1690,1.5,4.0,0,No,Saturday,Architectural,Yes,2.35,Evening
1204,Western,Uttar Pradesh,Lucknow,"Johnson, Griffin and Morales Wildlife Sanctuary",Wildlife Sanctuary,1815,4.9,4.0,50,Yes,Friday,Cultural,No,3.91,Morning
1205,Central,Goa,Vasco,"Cole, Ortega and Owens Hill Station",Hill Station,1667,2.4,4.5,0,No,Saturday,Scientific,Yes,1.53,Afternoon
1206,Northern,Himachal Pradesh,Dharamshala,Foster and Sons Museum,Museum,1422,2.2,3.6,20,Yes,None,Architectural,No,4.93,Afternoon
1207,Western,Goa,Panaji,Downs Inc Museum,Museum,1867,4.7,4.5,200,Yes,Tuesday,Historical,No,0.71,Morning
1208,Central,Rajasthan,Jodhpur,Booth-Bishop Wildlife Sanctuary,Wildlife Sanctuary,1626,5.0,4.5,50,Yes,None,Cultural,Yes,3.95,Morning
1209,North-East,Rajasthan,Jodhpur,"Landry, Rich and Walker Palace",Palace,1748,5.7,4.9,200,Yes,Sunday,Historical,Yes,2.61,Evening
1210,Central,Karnataka,Bengaluru,Lyons-Aguirre Palace,Palace,1848,5.0,3.6,100,Yes,Thursday,Religious,Yes,4.5,Morning
1211,North-East,Tamil Nadu,Chennai,"Thomas, Lucero and Ellis Fort",Fort,1905,3.2,4.7,50,Yes,Tuesday,Historical,Yes,3.55,Evening
1212,Eastern,Assam,Guwahati,Grimes Inc Temple,Temple,1361,3.0,4.8,10,Yes,Saturday,Cultural,Yes,3.38,Morning
1213,North-East,Uttar Pradesh,Agra,House Inc Beach,Beach,1542,4.4,4.1,200,No,Thursday,Historical,No,3.75,Evening
1214,Western,West Bengal,Darjeeling,"Rodriguez, Hopkins and Williams Hill Station",Hill Station,1349,3.6,3.6,200,Yes,Monday,Architectural,No,0.62,Evening
1215,North-East,Maharashtra,Nagpur,"Doyle, Smith and Wells Temple",Temple,1542,3.0,4.1,200,No,Wednesday,Architectural,Yes,2.0,Afternoon
1216,Northern,Maharashtra,Pune,Rogers-Curtis Wildlife Sanctuary,Wildlife Sanctuary,1833,5.8,4.7,50,Yes,None,Religious,No,4.14,Evening
1217,North-East,Kerala,Kochi,Wolfe LLC Fort,Fort,1584,3.9,3.6,200,No,Thursday,Natural,Yes,4.06,Evening
1218,Western,Rajasthan,Udaipur,Love-Foster Museum,Museum,1312,1.6,4.6,200,Yes,Tuesday,Cultural,No,2.49,Evening
1219,Western,Rajasthan,Udaipur,Kennedy-Phillips Beach,Beach,1922,3.4,4.5,10,Yes,None,Cultural,No,2.01,Evening
1220,North-East,Maharashtra,Pune,Moreno-Lambert Wildlife Sanctuary,Wildlife Sanctuary,1902,5.5,4.0,50,Yes,Friday,Scientific,No,4.22,Afternoon
1221,North-East,Rajasthan,Udaipur,Cruz and Sons Wildlife Sanctuary,Wildlife Sanctuary,1758,4.0,4.5,50,Yes,Sunday,Cultural,No,3.83,Morning
1222,Central,Himachal Pradesh,Dharamshala,Clark-Mcgee Temple,Temple,1746,2.9,3.5,100,Yes,Monday,Historical,No,0.16,Morning
1223,Southern,Kerala,Munnar,"Miller, Rich and Ward Palace",Palace,1466,1.3,4.7,50,Yes,Tuesday,Natural,Yes,2.42,Afternoon
1224,Eastern,Maharashtra,Mumbai,Shelton and Sons Wildlife Sanctuary,Wildlife Sanctuary,1406,3.7,4.9,50,Yes,Thursday,Natural,Yes,0.32,Morning
1225,Western,Kerala,Thiruvananthapuram,Coffey-Anderson Temple,Temple,1746,1.7,4.4,0,No,Sunday,Religious,No,2.28,Evening
1226,Southern,Rajasthan,Udaipur,Holmes-Anthony Beach,Beach,1951,3.5,4.3,10,No,Wednesday,Natural,No,1.19,Evening
1227,Central,West Bengal,Kolkata,Rivas PLC Fort,Fort,1419,5.4,3.9,50,Yes,None,Scientific,No,1.88,Evening
1228,Southern,Goa,Margao,Howe and Sons Temple,Temple,1538,3.1,4.1,200,Yes,Friday,Scientific,No,1.29,Afternoon
1229,Southern,Uttar Pradesh,Lucknow,Fisher Inc Wildlife Sanctuary,Wildlife Sanctuary,1921,3.4,3.6,0,No,Thursday,Architectural,No,1.52,Morning
1230,Eastern,Rajasthan,Udaipur,Whitney PLC Museum,Museum,1460,4.1,4.4,200,No,Sunday,Cultural,Yes,2.13,Evening
1231,Western,Maharashtra,Nagpur,Jenkins Ltd Lake,Lake,1760,3.0,3.8,200,Yes,Sunday,Cultural,No,2.69,Afternoon
1232,Southern,Assam,Kaziranga,"Hunt, Moore and Erickson Temple",Temple,1308,3.4,3.9,100,Yes,None,Historical,No,4.33,Evening
1233,Central,Maharashtra,Pune,Lucas Ltd Palace,Palace,1312,5.8,4.1,0,No,Saturday,Scientific,No,1.33,Morning
1234,Central,Kerala,Kochi,Green LLC Hill Station,Hill Station,1824,2.6,4.6,20,Yes,Monday,Historical,Yes,4.06,Morning
1235,Northern,Himachal Pradesh,Dharamshala,Hernandez Group Temple,Temple,1876,3.2,3.6,200,Yes,Saturday,Scientific,No,4.92,Evening
1236,North-East,Himachal Pradesh,Manali,"Mckee, Perez and Garrison Fort",Fort,1355,1.4,3.7,20,Yes,Monday,Architectural,No,1.57,Evening
1237,Western,Tamil Nadu,Ooty,"Castro, Ramirez and Chase Wildlife Sanctuary",Wildlife Sanctuary,1321,5.8,4.0,10,Yes,Thursday,Natural,Yes,3.46,Afternoon
1238,Western,Uttar Pradesh,Lucknow,Perkins Group Museum,Museum,1272,4.4,4.9,100,Yes,Monday,Historical,Yes,3.16,Morning
1239,Western,Himachal Pradesh,Manali,Park-Williams Lake,Lake,1220,5.9,3.6,200,No,Wednesday,Historical,No,2.59,Morning
1240,Southern,West Bengal,Darjeeling,Fernandez-Bennett Lake,Lake,1385,1.8,4.4,50,No,None,Historical,No,2.46,Morning
1241,Northern,Assam,Kaziranga,White-Jackson Fort,Fort,1265,4.6,3.8,200,Yes,Sunday,Historical,No,0.73,Morning
1242,Northern,West Bengal,Kolkata,Yates-Lowery Fort,Fort,1947,2.0,3.7,200,Yes,None,Architectural,Yes,3.4,Afternoon
1243,Southern,Assam,Tezpur,White-Wallace Hill Station,Hill Station,1851,2.8,3.5,0,No,Wednesday,Architectural,Yes,3.32,Evening
1244,North-East,Tamil Nadu,Chennai,"Stewart, Taylor and Gonzales Beach",Beach,1360,1.8,3.8,200,Yes,Friday,Architectural,No,1.89,Afternoon
1245,Central,Goa,Margao,"Schultz, Jones and Webb Hill Station",Hill Station,1448,1.2,4.8,200,Yes,Friday,Natural,Yes,4.7,Afternoon
1246,North-East,Karnataka,Hampi,"Perez, Bell and Hanson Lake",Lake,1313,2.2,4.8,50,Yes,Tuesday,Religious,No,0.96,Afternoon
1247,Central,Tamil Nadu,Chennai,Reyes Ltd Wildlife Sanctuary,Wildlife Sanctuary,1691,5.1,4.4,100,Yes,Saturday,Natural,Yes,1.96,Evening
1248,Central,West Bengal,Sundarbans,Burton-Campbell Wildlife Sanctuary,Wildlife Sanctuary,1477,5.5,4.8,10,Yes,Wednesday,Architectural,No,2.22,Morning
1249,Northern,West Bengal,Sundarbans,Fitzgerald LLC Museum,Museum,1969,3.5,3.6,0,Yes,Monday,Architectural,Yes,4.05,Afternoon
1250,Western,Assam,Kaziranga,"Robertson, Lester and Mullins Beach",Beach,1577,2.3,4.2,200,No,Monday,Scientific,No,0.19,Afternoon
1251,Central,Himachal Pradesh,Dharamshala,Wilson-Burns Lake,Lake,1623,1.9,3.7,50,No,Sunday,Natural,No,1.83,Morning
1252,Eastern,Rajasthan,Jodhpur,Camacho-Shelton Lake,Lake,1787,3.1,4.5,100,No,Friday,Natural,No,2.03,Morning
1253,Southern,Himachal Pradesh,Dharamshala,Schmidt Inc Hill Station,Hill Station,1944,4.0,4.6,0,No,Thursday,Architectural,No,3.29,Morning
1254,Central,Karnataka,Hampi,"Jones, Nunez and Swanson Palace",Palace,2018,3.5,5.0,200,Yes,None,Architectural,No,3.11,Afternoon
1255,North-East,West Bengal,Sundarbans,"Clark, Morgan and Anderson Wildlife Sanctuary",Wildlife Sanctuary,1814,2.6,3.7,20,Yes,Thursday,Religious,No,0.91,Morning
1256,Eastern,Tamil Nadu,Chennai,"Frye, Huang and Norris Wildlife Sanctuary",Wildlife Sanctuary,1421,4.1,4.2,100,Yes,Tuesday,Historical,No,4.76,Evening
1257,Western,Rajasthan,Udaipur,George-Lynch Hill Station,Hill Station,1592,4.6,5.0,0,Yes,Thursday,Natural,No,1.76,Morning
1258,Northern,Assam,Tezpur,Fowler and Sons Temple,Temple,1768,4.5,5.0,50,Yes,Thursday,Scientific,No,0.71,Morning
1259,Western,Rajasthan,Jaipur,Murphy-Lang Hill Station,Hill Station,1367,3.2,3.6,10,Yes,Saturday,Architectural,Yes,3.17,Afternoon
1260,Western,Goa,Panaji,Lynch-Henry Beach,Beach,1773,4.7,3.8,20,Yes,Saturday,Scientific,Yes,4.62,Afternoon
1261,Western,Tamil Nadu,Chennai,Watson Group Fort,Fort,1666,2.7,4.2,100,No,Tuesday,Cultural,No,3.67,Evening
1262,Central,Himachal Pradesh,Dharamshala,"Black, Olson and Jefferson Temple",Temple,1301,5.0,4.8,50,Yes,Saturday,Natural,Yes,2.06,Afternoon
1263,Western,Maharashtra,Mumbai,Heath Inc Museum,Museum,1436,5.9,3.8,0,Yes,Sunday,Architectural,No,1.32,Afternoon
1264,Southern,Maharashtra,Mumbai,"Morris, Williams and Glenn Fort",Fort,1292,4.1,4.2,50,No,Monday,Natural,No,1.7,Evening
1265,North-East,Rajasthan,Jaipur,Knight-West Wildlife Sanctuary,Wildlife Sanctuary,1775,5.3,4.9,200,Yes,None,Natural,Yes,4.37,Afternoon
1266,Western,Rajasthan,Jodhpur,"Smith, Jacobs and Hatfield Palace",Palace,1226,2.2,4.0,50,No,Saturday,Natural,Yes,4.19,Morning
1267,Northern,Himachal Pradesh,Shimla,"Wells, Montoya and Freeman Wildlife Sanctuary",Wildlife Sanctuary,1775,1.8,5.0,20,Yes,None,Architectural,No,0.85,Evening
1268,North-East,Karnataka,Bengaluru,Perez-Jarvis Hill Station,Hill Station,1660,2.0,4.2,100,No,Monday,Religious,No,3.5,Afternoon
1269,Western,Goa,Margao,Farrell-Mendoza Hill Station,Hill Station,1592,5.0,4.9,50,No,Friday,Architectural,Yes,2.21,Morning
1270,North-East,West Bengal,Darjeeling,Harrison-Greene Lake,Lake,1664,1.3,4.2,20,No,None,Architectural,No,2.68,Evening
1271,Southern,Himachal Pradesh,Manali,Sanders-Perez Hill Station,Hill Station,1454,1.9,5.0,50,Yes,Monday,Religious,Yes,1.95,Evening
1272,Eastern,Maharashtra,Nagpur,Hayes LLC Temple,Temple,1252,4.4,4.0,20,Yes,Thursday,Cultural,No,1.46,Afternoon
1273,Southern,Uttar Pradesh,Lucknow,Moreno-Chen Temple,Temple,1415,6.0,4.4,200,No,Saturday,Historical,Yes,4.64,Morning
1274,Northern,West Bengal,Sundarbans,Scott PLC Wildlife Sanctuary,Wildlife Sanctuary,1519,4.9,4.1,20,No,Wednesday,Religious,No,1.83,Evening
1275,North-East,Karnataka,Hampi,"Barber, Rice and Long Lake",Lake,1656,4.1,3.7,200,Yes,Wednesday,Cultural,Yes,1.78,Evening
1276,North-East,Rajasthan,Jaipur,"Berger, Phillips and Lewis Beach",Beach,1785,2.3,4.9,0,No,Wednesday,Natural,No,4.31,Evening
1277,Northern,Uttar Pradesh,Varanasi,Howard and Sons Temple,Temple,1533,5.3,4.0,20,No,None,Natural,No,1.96,Evening
1278,Northern,Rajasthan,Jaipur,"Jarvis, Walters and Hogan Museum",Museum,1505,3.6,3.7,100,No,Tuesday,Cultural,No,2.99,Evening
1279,Southern,Rajasthan,Jaipur,"Graham, Obrien and Diaz Hill Station",Hill Station,1676,4.9,3.7,200,No,Tuesday,Scientific,Yes,2.49,Morning
1280,Eastern,Assam,Tezpur,White LLC Fort,Fort,1609,5.4,4.0,20,Yes,None,Cultural,No,2.17,Evening
1281,Western,Assam,Kaziranga,"Meyers, Hurst and Hernandez Temple",Temple,1691,5.3,4.4,200,Yes,None,Natural,No,3.81,Morning
1282,Northern,Himachal Pradesh,Manali,Murray Inc Temple,Temple,1653,2.4,4.2,0,No,Tuesday,Architectural,Yes,0.32,Afternoon
1283,Southern,Karnataka,Mysore,Rogers-Blackwell Temple,Temple,1269,2.3,4.4,200,No,Wednesday,Religious,No,3.34,Afternoon
1284,Western,Tamil Nadu,Ooty,Williamson-Lamb Lake,Lake,1820,5.9,5.0,10,No,Saturday,Architectural,No,3.57,Afternoon
1285,Western,Himachal Pradesh,Manali,"Morales, Baird and Mendoza Beach",Beach,1430,2.3,4.2,50,Yes,None,Natural,No,2.32,Afternoon
1286,Eastern,Karnataka,Bengaluru,"Ritter, Oneill and Hamilton Palace",Palace,1325,1.7,4.3,50,No,Wednesday,Historical,Yes,3.69,Afternoon
1287,Western,Tamil Nadu,Ooty,Russo-Adams Temple,Temple,1642,3.4,4.6,50,No,Thursday,Architectural,No,4.85,Afternoon
1288,Eastern,Kerala,Thiruvananthapuram,"Cole, Kemp and Ayala Palace",Palace,1757,1.4,4.3,50,Yes,Wednesday,Historical,No,1.66,Afternoon
1289,Southern,West Bengal,Kolkata,"Cummings, Adams and Osborn Beach",Beach,1499,4.0,4.5,50,Yes,Thursday,Historical,No,2.95,Afternoon
1290,Northern,Maharashtra,Pune,Grant-Hughes Hill Station,Hill Station,1981,2.0,4.4,10,Yes,Sunday,Historical,No,2.24,Afternoon
1291,Central,Tamil Nadu,Chennai,"Kelly, Montoya and Pearson Museum",Museum,1560,5.1,4.0,10,Yes,None,Cultural,Yes,4.04,Afternoon
1292,North-East,Goa,Margao,Graham-Glenn Palace,Palace,1853,2.1,3.8,10,Yes,Friday,Scientific,Yes,3.87,Afternoon
1293,North-East,Himachal Pradesh,Shimla,"Edwards, Webb and Garcia Hill Station",Hill Station,1833,5.0,4.3,20,No,Thursday,Natural,No,3.17,Evening
1294,Central,Uttar Pradesh,Varanasi,Martin-Goodwin Fort,Fort,1903,4.6,4.7,20,No,Monday,Religious,Yes,3.56,Morning
1295,Southern,Maharashtra,Mumbai,"Murray, Johnson and Deleon Beach",Beach,1696,1.3,3.6,0,No,Thursday,Scientific,Yes,0.88,Evening
1296,Southern,Karnataka,Bengaluru,Dougherty-Pacheco Lake,Lake,1866,1.0,5.0,200,Yes,Tuesday,Cultural,Yes,1.75,Evening
1297,North-East,Maharashtra,Mumbai,"Schaefer, Smith and Copeland Beach",Beach,1521,1.1,3.6,200,No,Friday,Historical,No,1.65,Morning
1298,Central,Goa,Panaji,"Gonzales, Lee and Lopez Palace",Palace,2023,1.5,3.8,200,No,None,Historical,No,0.94,Morning
1299,Eastern,Maharashtra,Mumbai,Tyler Inc Museum,Museum,1374,4.7,4.3,100,Yes,Monday,Historical,Yes,0.46,Evening
1300,Central,Goa,Vasco,"Johnson, Camacho and Bowman Temple",Temple,1938,5.1,4.0,50,Yes,None,Architectural,Yes,3.26,Evening
1301,Northern,Himachal Pradesh,Shimla,Clark LLC Fort,Fort,1439,2.2,4.9,20,No,Wednesday,Religious,Yes,0.91,Afternoon
1302,Central,West Bengal,Darjeeling,"Berg, Foley and Williamson Wildlife Sanctuary",Wildlife Sanctuary,1211,5.6,4.1,10,No,Friday,Historical,Yes,4.22,Evening
1303,North-East,Assam,Guwahati,"Rubio, Petersen and Nelson Fort",Fort,1603,5.9,4.6,10,No,Sunday,Natural,Yes,2.95,Evening
1304,Southern,Maharashtra,Mumbai,"Solomon, Duran and Wong Lake",Lake,1913,1.4,5.0,100,No,Monday,Historical,No,3.01,Morning
1305,Eastern,Maharashtra,Pune,Parker-Harper Hill Station,Hill Station,1755,2.8,4.9,20,Yes,Saturday,Architectural,Yes,4.5,Evening
1306,Northern,Rajasthan,Udaipur,Nelson-Scott Palace,Palace,1298,1.8,4.2,50,Yes,Tuesday,Historical,No,0.7,Afternoon
1307,North-East,Himachal Pradesh,Manali,"Jones, Perez and Hernandez Fort",Fort,1692,5.3,4.0,200,No,Friday,Natural,No,3.92,Afternoon
1308,Western,Himachal Pradesh,Shimla,"Perez, Zamora and Woods Beach",Beach,1602,1.4,4.2,50,Yes,Saturday,Historical,Yes,0.64,Afternoon
1309,Eastern,Kerala,Munnar,Lopez-Perez Beach,Beach,1423,1.4,3.5,0,No,Tuesday,Historical,No,3.74,Evening
1310,Northern,Maharashtra,Pune,"Smith, Oneill and Gilbert Museum",Museum,1883,5.9,4.1,0,No,Friday,Natural,No,2.49,Evening
1311,Southern,West Bengal,Kolkata,"Garcia, Barker and Maldonado Hill Station",Hill Station,1499,1.9,4.8,0,Yes,None,Historical,Yes,2.27,Evening
1312,Southern,Himachal Pradesh,Dharamshala,Little Inc Fort,Fort,2023,3.0,4.8,10,No,Friday,Religious,No,3.27,Evening
